1.000000000000000000e+00,1.001035573553013425e+00,1.293748927116394043e+01,2.781800000000000000e+04
1.000000000000000000e+00,1.556203276768958643e+00,1.273555707931518555e+01,2.827100000000000000e+04
1.000000000000000000e+00,1.851236962060314397e+02,1.269377231597900391e+01,2.765900000000000000e+04
1.000000000000000000e+00,4.505810530997354846e+00,1.259272789955139160e+01,2.762900000000000000e+04
1.000000000000000000e+00,2.929428884838691349e+00,1.213052392005920410e+01,2.830400000000000000e+04
1.000000000000000000e+00,1.595198595817163891e+02,1.234688305854797363e+01,2.768900000000000000e+04
1.000000000000000000e+00,1.014226227936057878e+00,1.282941007614135742e+01,2.798200000000000000e+04
1.000000000000000000e+00,1.206767202865675472e+03,1.198901009559631348e+01,2.768400000000000000e+04
1.000000000000000000e+00,4.271434639660833454e+02,6.524774074554443359e+00,2.768000000000000000e+04
1.000000000000000000e+00,1.272381656249267579e+00,6.510230779647827148e+00,2.811000000000000000e+04
1.000000000000000000e+00,4.677732218300674276e+02,5.564194202423095703e+00,2.768400000000000000e+04
2.000000000000000000e+00,3.189684917210577009e+00,1.109656810760498047e+01,2.767900000000000000e+04
2.000000000000000000e+00,3.116732674840279493e+00,1.092333841323852539e+01,2.769300000000000000e+04
2.000000000000000000e+00,3.887927676035829450e+00,1.102116441726684570e+01,2.768600000000000000e+04
2.000000000000000000e+00,3.060942007795974362e+00,1.105437517166137695e+01,2.768300000000000000e+04
2.000000000000000000e+00,2.796244897928461981e+00,1.103585720062255859e+01,2.768000000000000000e+04
2.000000000000000000e+00,3.125829407933460313e+00,1.102259063720703125e+01,2.768000000000000000e+04
2.000000000000000000e+00,3.491922868277924863e+00,1.092045569419860840e+01,2.769000000000000000e+04
2.000000000000000000e+00,3.312472470316045747e+00,1.106246685981750488e+01,2.767900000000000000e+04
2.000000000000000000e+00,3.250423711943224880e+00,5.363514661788940430e+00,2.769300000000000000e+04
2.000000000000000000e+00,3.732292444396080988e+00,5.389618873596191406e+00,2.769500000000000000e+04
2.000000000000000000e+00,3.064585964817361230e+00,5.092014551162719727e+00,2.768300000000000000e+04
3.000000000000000000e+00,1.271206225679464907e+01,1.104911613464355469e+01,2.787600000000000000e+04
3.000000000000000000e+00,1.271206225678642276e+01,1.088193559646606445e+01,2.770300000000000000e+04
3.000000000000000000e+00,1.271206225678863788e+01,1.089560317993164062e+01,2.794500000000000000e+04
3.000000000000000000e+00,1.271206225679678781e+01,1.101276516914367676e+01,2.769700000000000000e+04
3.000000000000000000e+00,1.271206225678419699e+01,1.099326658248901367e+01,2.807400000000000000e+04
3.000000000000000000e+00,1.271206225678997725e+01,1.106468439102172852e+01,2.771300000000000000e+04
3.000000000000000000e+00,1.271206225679883417e+01,1.100466585159301758e+01,2.793800000000000000e+04
3.000000000000000000e+00,1.271206225678662705e+01,1.099573540687561035e+01,2.775400000000000000e+04
3.000000000000000000e+00,1.271206225679979340e+01,5.532939672470092773e+00,2.771000000000000000e+04
3.000000000000000000e+00,1.271206225679905266e+01,5.507809400558471680e+00,2.769500000000000000e+04
3.000000000000000000e+00,1.271206225679976320e+01,4.861662626266479492e+00,2.773000000000000000e+04
4.000000000000000000e+00,1.293949860948134045e+01,2.104364705085754395e+01,2.766500000000000000e+04
4.000000000000000000e+00,2.885878801608785693e+01,2.084092235565185547e+01,2.767400000000000000e+04
4.000000000000000000e+00,1.293949860948133512e+01,2.097691345214843750e+01,2.767800000000000000e+04
4.000000000000000000e+00,2.089916099058951460e+01,2.111327815055847168e+01,2.767000000000000000e+04
4.000000000000000000e+00,3.482849170668354333e+01,2.094685745239257812e+01,2.768100000000000000e+04
4.000000000000000000e+00,1.791428885712871732e+01,2.102102684974670410e+01,2.769100000000000000e+04
4.000000000000000000e+00,1.592437578076121341e+01,2.098432111740112305e+01,2.767900000000000000e+04
4.000000000000000000e+00,2.587387026848206517e+01,2.082982397079467773e+01,2.768500000000000000e+04
4.000000000000000000e+00,3.283855843360158389e+01,1.084057927131652832e+01,2.767200000000000000e+04
4.000000000000000000e+00,2.288905890806164223e+01,1.086791014671325684e+01,2.766600000000000000e+04
4.000000000000000000e+00,2.587393104152243239e+01,1.004295110702514648e+01,2.767200000000000000e+04
5.000000000000000000e+00,1.201748977442759880e+00,2.100262093544006348e+01,2.767700000000000000e+04
5.000000000000000000e+00,1.484841830552166675e+00,2.094920325279235840e+01,2.767600000000000000e+04
5.000000000000000000e+00,1.307520987762866405e+00,2.098669934272766113e+01,2.766300000000000000e+04
5.000000000000000000e+00,1.201856759838281441e+00,2.097599220275878906e+01,2.767100000000000000e+04
5.000000000000000000e+00,1.172177076907285898e+00,2.096255946159362793e+01,2.767400000000000000e+04
5.000000000000000000e+00,1.164938449886546268e+00,2.080961322784423828e+01,2.766700000000000000e+04
5.000000000000000000e+00,1.329628005093916876e+00,2.117163586616516113e+01,2.768300000000000000e+04
5.000000000000000000e+00,1.056611248329905717e+00,2.103504991531372070e+01,2.767200000000000000e+04
5.000000000000000000e+00,1.228886636589594517e+00,1.196028161048889160e+01,2.767400000000000000e+04
5.000000000000000000e+00,1.191958050412248671e+00,1.188298463821411133e+01,2.767800000000000000e+04
5.000000000000000000e+00,1.162408147965166005e+00,1.245786738395690918e+01,2.767600000000000000e+04
6.000000000000000000e+00,2.019250923358747229e+00,3.002881264686584473e+01,2.767100000000000000e+04
6.000000000000000000e+00,4.587678582670438487e+00,2.915635347366333008e+01,2.767000000000000000e+04
6.000000000000000000e+00,3.502504795074379729e+00,2.978494572639465332e+01,2.767600000000000000e+04
6.000000000000000000e+00,3.207070233818857474e+00,2.942982459068298340e+01,2.767100000000000000e+04
6.000000000000000000e+00,4.012374959833501009e+00,2.999009513854980469e+01,2.767100000000000000e+04
6.000000000000000000e+00,2.079534248666252694e+00,2.971893954277038574e+01,2.766900000000000000e+04
6.000000000000000000e+00,3.047955227468943207e+00,2.901995611190795898e+01,2.767300000000000000e+04
6.000000000000000000e+00,2.349682231930326992e+00,2.983785176277160645e+01,2.766800000000000000e+04
6.000000000000000000e+00,1.985153527151819475e+00,1.614540600776672363e+01,2.767000000000000000e+04
6.000000000000000000e+00,1.773345538252133480e+00,1.603499245643615723e+01,2.767400000000000000e+04
6.000000000000000000e+00,3.072937241512356366e+00,1.479379200935363770e+01,2.767100000000000000e+04
7.000000000000000000e+00,5.912704564553869204e+02,2.275802493095397949e+01,2.777900000000000000e+04
7.000000000000000000e+00,9.129000255912378634e+02,2.210936307907104492e+01,2.772800000000000000e+04
7.000000000000000000e+00,3.605722854145396923e+02,2.244737029075622559e+01,2.773300000000000000e+04
7.000000000000000000e+00,9.296120004527278979e+02,2.253484964370727539e+01,2.779400000000000000e+04
7.000000000000000000e+00,8.911400983110729612e+02,2.284857225418090820e+01,2.773400000000000000e+04
7.000000000000000000e+00,7.200116800456821693e+02,2.265357780456542969e+01,2.782800000000000000e+04
7.000000000000000000e+00,1.458411654316168551e+03,2.264365172386169434e+01,2.785000000000000000e+04
7.000000000000000000e+00,5.739695153372117602e+02,2.216748166084289551e+01,2.769100000000000000e+04
7.000000000000000000e+00,1.144454124836172014e+03,1.147828722000122070e+01,2.769400000000000000e+04
7.000000000000000000e+00,9.581731947041880630e+02,1.190628290176391602e+01,2.781700000000000000e+04
7.000000000000000000e+00,1.051258563862240408e+03,1.114931821823120117e+01,2.778800000000000000e+04
8.000000000000000000e+00,4.321267295741662906e+00,2.473261713981628418e+01,2.837000000000000000e+04
