1.000000000000000000e+00,9.924006616663497198e+02
1.000000000000000000e+00,3.540361194921314109e+03
1.000000000000000000e+00,5.803553423640817073e+02
1.000000000000000000e+00,1.832722295216834027e+04
1.000000000000000000e+00,2.780319538296434985e+03
1.000000000000000000e+00,6.011659152587084463e+03
1.000000000000000000e+00,4.855652037411888244e+01
1.000000000000000000e+00,1.198877579783233386e+03
1.000000000000000000e+00,1.353791223954400209e+02
1.000000000000000000e+00,3.394247785152796041e+03
1.000000000000000000e+00,4.176174970929157553e+02
1.000000000000000000e+00,1.794802776869419461e+02
1.000000000000000000e+00,3.545865310669365158e+02
1.000000000000000000e+00,5.688952021939048365e+00
1.000000000000000000e+00,9.314972531508975635e+02
1.000000000000000000e+00,1.077528665811737255e+03
1.000000000000000000e+00,1.983454670096284076e+02
1.000000000000000000e+00,1.467578217781316198e+04
1.000000000000000000e+00,1.720535802457096111e+02
1.000000000000000000e+00,4.778990429548546786e+02
1.000000000000000000e+00,4.247270470963331718e+03
1.000000000000000000e+00,1.286923867941555955e+01
1.000000000000000000e+00,3.205821468448199084e+03
1.000000000000000000e+00,1.554512563344201908e+03
1.000000000000000000e+00,2.017957052676363446e+03
1.000000000000000000e+00,5.107188506248555200e+02
1.000000000000000000e+00,2.071147505082415591e+03
1.000000000000000000e+00,4.797147619515222686e+03
1.000000000000000000e+00,2.418454823635982223e+02
1.000000000000000000e+00,3.388187489498276506e+01
1.000000000000000000e+00,1.042961539031860639e+03
1.000000000000000000e+00,1.285779813980381505e+03
1.000000000000000000e+00,4.878589693654993766e+02
1.000000000000000000e+00,1.984204378196182574e+02
1.000000000000000000e+00,4.873131686895168968e+03
1.000000000000000000e+00,6.962624709737203830e+02
1.000000000000000000e+00,2.666988151006958560e+03
1.000000000000000000e+00,3.518744490262103227e+03
1.000000000000000000e+00,6.916515361556392236e+03
1.000000000000000000e+00,1.119714000534907825e+02
1.000000000000000000e+00,5.872363420797958042e+02
1.000000000000000000e+00,4.078736678884105459e+03
1.000000000000000000e+00,8.644087121475860158e+02
1.000000000000000000e+00,1.052168011580979055e+03
1.000000000000000000e+00,2.858350982542336283e+02
1.000000000000000000e+00,1.117537225973371733e+02
1.000000000000000000e+00,1.241687029333034161e+03
1.000000000000000000e+00,9.494828504540220138e+02
1.000000000000000000e+00,1.230841608352175354e+04
1.000000000000000000e+00,9.303604354152349742e+01
1.000000000000000000e+00,1.408735093492435908e+03
